,class1,class2,gender,noun,nounclass,predicate1,predicate2,response,slide_number,language,enjoyment,asses,age,education,comments,prolific,Browser,OS,screenH,screenW,time_in_minutes,participant_id
25,shape,color,Female,couch,furniture,round,brown,0.98,28,Ελλάδα,2,Yes,26,3,,5d53dc4f93278500018f4e37,Chrome,Windows,768,1366,5.558516666666667,41
0,size,quality,Male,TV,furniture,tiny,broken,0.38,3,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
1,color,shape,Male,fan,furniture,brown,square,0.21,4,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
2,texture,shape,Male,tomato,food,hard,square,0.9,5,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
3,age,size,Male,cheese,food,rotten,big,0.77,6,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
4,size,age,Male,TV,furniture,small,rotten,0.83,7,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
5,quality,color,Male,banana,food,good,blue,0.82,8,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
6,material,color,Male,couch,furniture,metal,red,0.08,9,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
7,material,shape,Male,desk,furniture,plastic,round,0.06,10,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
8,color,size,Male,desk,furniture,yellow,long,0.09,11,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
9,color,material,Male,desk,furniture,green,metal,0.75,12,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
10,color,shape,Male,banana,food,red,square,0.04,13,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
11,quality,color,Male,carrot,food,broken,blue,0.46,14,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
12,color,size,Male,banana,food,red,small,0.06,15,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
13,color,shape,Male,cheese,food,purple,round,0.81,16,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
14,quality,age,Male,chair,furniture,good,old,0.04,17,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
15,age,size,Male,carrot,food,old,short,0.15,18,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
16,age,color,Male,tomato,food,rotten,green,0.83,19,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
17,color,shape,Male,tomato,food,yellow,round,0.11,20,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
18,color,shape,Male,apple,food,blue,square,0.06,21,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
19,shape,color,Male,carrot,food,square,purple,0.14,22,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
20,color,texture,Male,cheese,food,brown,hard,0.09,23,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
21,color,age,Male,apple,food,purple,new,0.78,24,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
22,age,texture,Male,couch,furniture,fresh,hard,0.49,25,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
23,size,color,Male,tomato,food,long,blue,0.69,26,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
24,texture,age,Male,carrot,food,smooth,rotten,0.79,27,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
25,size,age,Male,apple,food,short,fresh,0.83,28,Ελληνικά,2,Yes,28,2,,599fab3fb3738f0001378d6f,Chrome,Linux,640,360,4.334883333333333,42
0,color,age,Female,carrot,food,brown,rotten,1.0,3,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
1,color,shape,Female,cheese,food,yellow,round,0.0,4,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
2,texture,shape,Female,chair,furniture,smooth,square,0.99,5,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
3,texture,size,Female,desk,furniture,smooth,small,0.96,6,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
4,texture,shape,Female,TV,furniture,soft,square,0.96,7,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
5,size,texture,Female,apple,food,big,hard,0.97,8,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
6,material,color,Female,cheese,food,plastic,purple,0.97,9,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
7,size,color,Female,chair,furniture,tiny,green,0.02,10,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
8,material,size,Female,carrot,food,plastic,small,0.04,11,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
9,color,quality,Female,fan,furniture,yellow,broken,0.03,12,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
10,material,color,Female,banana,food,plastic,purple,0.96,13,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
11,color,texture,Female,couch,furniture,yellow,smooth,0.04,14,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
12,age,color,Female,cheese,food,old,yellow,0.98,15,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
13,size,color,Female,chair,furniture,tiny,brown,0.0,16,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
14,age,material,Female,couch,furniture,new,wooden,0.94,17,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
15,size,age,Female,couch,furniture,tiny,new,0.03,18,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
16,shape,color,Female,banana,food,square,green,0.97,19,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
17,size,shape,Female,chair,furniture,big,square,0.96,20,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
18,texture,size,Female,fan,furniture,hard,short,0.04,21,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
19,color,age,Female,carrot,food,red,old,0.03,22,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
20,texture,color,Female,banana,food,smooth,red,0.97,23,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
21,size,color,Female,couch,furniture,tiny,brown,0.97,24,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
22,color,size,Female,chair,furniture,purple,big,0.04,25,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
23,material,color,Female,carrot,food,metal,blue,0.98,26,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
24,age,texture,Female,tomato,food,rotten,soft,0.04,27,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
25,material,size,Female,fan,furniture,plastic,small,0.01,28,Ελλάδα,1,Yes,26,2,,5bdca92f76d6d50001bc2f4c,Chrome,Windows,768,1366,3.474083333333333,43
0,size,texture,Male,fan,furniture,small,hard,0.75,3,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
1,age,color,Male,apple,food,old,red,0.65,4,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
2,texture,material,Male,chair,furniture,soft,metal,0.68,5,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
3,size,age,Male,chair,furniture,tiny,new,0.26,6,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
4,shape,age,Male,apple,food,round,old,0.3,7,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
5,shape,color,Male,banana,food,round,blue,0.71,8,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
6,age,size,Male,banana,food,old,short,0.69,9,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
7,shape,material,Male,TV,furniture,square,wooden,0.69,10,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
8,age,quality,Male,carrot,food,fresh,broken,0.66,11,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
9,quality,size,Male,TV,furniture,good,small,0.22,12,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
10,material,shape,Male,banana,food,wooden,square,0.23,13,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
11,age,size,Male,carrot,food,old,big,0.79,14,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
12,size,age,Male,cheese,food,small,fresh,0.15,15,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
13,texture,color,Male,banana,food,hard,yellow,0.38,16,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
14,material,color,Male,fan,furniture,wooden,blue,0.09,17,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
15,texture,age,Male,apple,food,soft,rotten,0.6,18,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
16,texture,color,Male,carrot,food,smooth,purple,0.69,19,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
17,size,texture,Male,chair,furniture,short,hard,0.71,20,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
18,material,color,Male,TV,furniture,metal,red,0.12,21,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
19,material,texture,Male,chair,furniture,plastic,hard,0.91,22,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
20,age,quality,Male,fan,furniture,fresh,good,0.71,23,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
21,age,quality,Male,chair,furniture,rotten,good,0.76,24,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
22,size,color,Male,TV,furniture,short,green,0.77,25,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
23,material,texture,Male,tomato,food,plastic,soft,0.29,26,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
24,age,size,Male,desk,furniture,rotten,short,0.72,27,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
25,quality,size,Male,desk,furniture,broken,long,0.24,28,Ελληνικά,1,Yes,26,2,Ομολογουμένως ασυνήθιστα επίθετα πριν τις λέξεις! Μερικοί συνδυασμοί δεν έβγαζαν καν νόημα (αντιφατικοί). Όμως αυτό το έκανε ενδιαφέρον.,https://app.prolific.co/login?redirect=%2Fstudies%2F5dae2e5ff6d7750014197687,Chrome,Linux,817,393,6.9653,44
0,quality,size,Male,tomato,food,good,small,0.73,3,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
1,material,color,Male,desk,furniture,plastic,green,0.81,4,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
2,size,texture,Male,TV,furniture,small,hard,0.78,5,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
3,quality,size,Male,fan,furniture,broken,long,0.9,6,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
4,color,size,Male,tomato,food,red,small,0.81,7,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
5,age,size,Male,desk,furniture,fresh,big,0.11,8,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
6,age,color,Male,couch,furniture,fresh,purple,0.13,9,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
7,material,size,Male,tomato,food,wooden,short,0.81,10,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
8,size,quality,Male,tomato,food,big,broken,0.2,11,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
9,color,age,Male,tomato,food,purple,old,0.2,12,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
10,quality,material,Male,cheese,food,broken,plastic,0.82,13,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
11,size,age,Male,cheese,food,small,rotten,0.16,14,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
12,quality,texture,Male,chair,furniture,good,soft,0.18,15,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
13,material,color,Male,chair,furniture,metal,blue,0.9,16,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
14,texture,age,Male,TV,furniture,hard,rotten,0.14,17,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
15,color,size,Male,fan,furniture,purple,long,0.17,18,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
16,size,material,Male,TV,furniture,small,wooden,0.85,19,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
17,size,age,Male,tomato,food,small,fresh,0.14,20,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
18,material,size,Male,carrot,food,plastic,small,0.82,21,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
19,shape,age,Male,couch,furniture,square,fresh,0.08,22,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
20,texture,quality,Male,cheese,food,hard,broken,0.28,23,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
21,color,size,Male,carrot,food,red,big,0.28,24,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
22,size,color,Male,banana,food,long,brown,0.24,25,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
23,age,texture,Male,apple,food,old,hard,0.66,26,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
24,shape,material,Male,TV,furniture,round,plastic,0.67,27,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
25,shape,color,Male,tomato,food,square,purple,0.67,28,,1,Yes,26,2,,5d4c094d9a1fa100170847e4,Chrome,Linux,640,360,5.409666666666666,45
0,texture,size,Female,desk,furniture,smooth,big,0.0,3,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
1,size,material,Female,cheese,food,big,metal,1.0,4,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
2,color,material,Female,carrot,food,green,wooden,1.0,5,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
3,size,material,Female,TV,furniture,short,metal,1.0,6,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
4,color,age,Female,apple,food,yellow,fresh,0.0,7,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
5,size,shape,Female,couch,furniture,long,round,1.0,8,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
6,color,shape,Female,banana,food,blue,round,0.0,9,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
7,color,material,Female,couch,furniture,brown,plastic,1.0,10,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
8,size,quality,Female,TV,furniture,tiny,good,1.0,11,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
9,material,texture,Female,TV,furniture,wooden,smooth,0.0,12,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
10,material,color,Female,cheese,food,metal,green,0.0,13,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
11,age,color,Female,banana,food,rotten,green,1.0,14,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
12,color,material,Female,chair,furniture,brown,wooden,1.0,15,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
13,age,material,Female,chair,furniture,rotten,metal,1.0,16,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
14,shape,color,Female,desk,furniture,square,brown,1.0,17,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
15,age,color,Female,tomato,food,rotten,green,1.0,18,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
16,material,color,Female,tomato,food,metal,green,0.0,19,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
17,color,texture,Female,chair,furniture,yellow,hard,0.98,20,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
18,material,texture,Female,carrot,food,wooden,smooth,0.02,21,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
19,color,age,Female,desk,furniture,green,rotten,0.01,22,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
20,color,material,Female,cheese,food,purple,metal,0.98,23,Ελληνικά,1,Yes,23,2,ηταν λιγο περιεργο,36A948F4,Chrome,Mac,800,1280,11.955,46
